Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	60649	0.024	0
2	243199373	45903	0.019	0
3	198022430	36649	0.019	0
4	191154276	31547	0.017	0
5	180915260	34263	0.019	0
6	171115067	32607	0.019	0
7	159138663	34357	0.022	0
8	146364022	26872	0.018	0
9	141213431	26332	0.019	0
10	135534747	29326	0.022	0
11	135006516	27488	0.02	0
12	133851895	28929	0.022	0
13	115169878	16909	0.015	-1
14	107349540	19251	0.018	0
15	102531392	19339	0.019	0
16	90354753	22896	0.025	0
17	81195210	25217	0.031	1
18	78077248	14317	0.018	0
19	59128983	22137	0.037	1
20	63025520	14855	0.024	0
21	48129895	7579	0.016	-1
22	51304566	11297	0.022	0
Odchylenie standardowe dla osobnika: 0.00487
