Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1424654	0.572	0
2	243199373	1349920	0.555	0
3	198022430	1074489	0.543	0
4	191154276	953588	0.499	0
5	180915260	965904	0.534	0
6	171115067	980016	0.573	0
7	159138663	933264	0.586	0
8	146364022	828579	0.566	0
9	141213431	731991	0.518	0
10	135534747	910060	0.671	0
11	135006516	789147	0.585	0
12	133851895	792396	0.592	0
13	115169878	486792	0.423	-1
14	107349540	524621	0.489	0
15	102531392	526141	0.513	0
16	90354753	627705	0.695	1
17	81195210	592997	0.73	1
18	78077248	424924	0.544	0
19	59128983	503429	0.851	1
20	63025520	425841	0.676	1
21	48129895	223149	0.464	-1
22	51304566	297464	0.58	0
Odchylenie standardowe dla osobnika: 0.09387
