Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	511430	0.205	0
2	243199373	470472	0.193	0
3	198022430	373073	0.188	0
4	191154276	325790	0.17	0
5	180915260	335185	0.185	0
6	171115067	343385	0.201	0
7	159138663	333649	0.21	0
8	146364022	284272	0.194	0
9	141213431	262336	0.186	0
10	135534747	311440	0.23	0
11	135006516	274149	0.203	0
12	133851895	287859	0.215	0
13	115169878	168186	0.146	-1
14	107349540	187530	0.175	0
15	102531392	193601	0.189	0
16	90354753	224408	0.248	0
17	81195210	232239	0.286	1
18	78077248	146612	0.188	0
19	59128983	200454	0.339	1
20	63025520	153512	0.244	0
21	48129895	77995	0.162	-1
22	51304566	111273	0.217	0
Odchylenie standardowe dla osobnika: 0.04152
