Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	549712	0.221	0
2	243199373	488815	0.201	0
3	198022430	389293	0.197	0
4	191154276	347154	0.182	0
5	180915260	350209	0.194	0
6	171115067	352070	0.206	0
7	159138663	357246	0.224	0
8	146364022	293268	0.2	0
9	141213431	270617	0.192	0
10	135534747	347883	0.257	0
11	135006516	282029	0.209	0
12	133851895	304932	0.228	0
13	115169878	173047	0.15	-1
14	107349540	196848	0.183	0
15	102531392	198667	0.194	0
16	90354753	243216	0.269	1
17	81195210	251228	0.309	1
18	78077248	149806	0.192	0
19	59128983	222206	0.376	1
20	63025520	156956	0.249	0
21	48129895	82332	0.171	-1
22	51304566	117547	0.229	0
Odchylenie standardowe dla osobnika: 0.04846
