Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1669571	0.67	0
2	243199373	1819764	0.748	0
3	198022430	1509956	0.763	1
4	191154276	1448516	0.758	0
5	180915260	1350334	0.746	0
6	171115067	1300583	0.76	1
7	159138663	1130508	0.71	0
8	146364022	1092307	0.746	0
9	141213431	832535	0.59	-1
10	135534747	987148	0.728	0
11	135006516	976338	0.723	0
12	133851895	988777	0.739	0
13	115169878	745983	0.648	0
14	107349540	667842	0.622	0
15	102531392	594559	0.58	-1
16	90354753	563683	0.624	0
17	81195210	556160	0.685	0
18	78077248	581964	0.745	0
19	59128983	372970	0.631	0
20	63025520	457559	0.726	0
21	48129895	271134	0.563	-1
22	51304566	238194	0.464	-1
Odchylenie standardowe dla osobnika: 0.07865
