Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	3918002	1.572	0
2	243199373	4256758	1.75	0
3	198022430	3542921	1.789	0
4	191154276	3399121	1.778	0
5	180915260	3175334	1.755	0
6	171115067	3050741	1.783	0
7	159138663	2715581	1.706	0
8	146364022	2579034	1.762	0
9	141213431	1958109	1.387	-1
10	135534747	2321246	1.713	0
11	135006516	2313707	1.714	0
12	133851895	2345060	1.752	0
13	115169878	1756715	1.525	0
14	107349540	1573510	1.466	0
15	102531392	1392394	1.358	-1
16	90354753	1340026	1.483	0
17	81195210	1309565	1.613	0
18	78077248	1367956	1.752	0
19	59128983	911077	1.541	0
20	63025520	1076884	1.709	0
21	48129895	645731	1.342	-1
22	51304566	563300	1.098	-1
Odchylenie standardowe dla osobnika: 0.1824
