Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1553784	0.623	0
2	243199373	1428955	0.588	0
3	198022430	1116510	0.564	0
4	191154276	940095	0.492	-1
5	180915260	1021220	0.564	0
6	171115067	1050913	0.614	0
7	159138663	988865	0.621	0
8	146364022	883005	0.603	0
9	141213431	799202	0.566	0
10	135534747	949865	0.701	0
11	135006516	866747	0.642	0
12	133851895	846514	0.632	0
13	115169878	509256	0.442	-1
14	107349540	569418	0.53	0
15	102531392	574346	0.56	0
16	90354753	676017	0.748	0
17	81195210	693998	0.855	1
18	78077248	463391	0.594	0
19	59128983	580639	0.982	1
20	63025520	496582	0.788	1
21	48129895	247315	0.514	0
22	51304566	372359	0.726	0
Odchylenie standardowe dla osobnika: 0.12195
