Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	842479	0.338	0
2	243199373	772057	0.317	0
3	198022430	601547	0.304	0
4	191154276	505345	0.264	-1
5	180915260	545554	0.302	0
6	171115067	560849	0.328	0
7	159138663	530011	0.333	0
8	146364022	474134	0.324	0
9	141213431	427311	0.303	0
10	135534747	537352	0.396	0
11	135006516	466009	0.345	0
12	133851895	452608	0.338	0
13	115169878	267978	0.233	-1
14	107349540	303923	0.283	0
15	102531392	310293	0.303	0
16	90354753	373197	0.413	1
17	81195210	366430	0.451	1
18	78077248	245905	0.315	0
19	59128983	308372	0.522	1
20	63025520	266753	0.423	1
21	48129895	131539	0.273	-1
22	51304566	196681	0.383	0
Odchylenie standardowe dla osobnika: 0.06562
