Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	2054452	0.824	0
2	243199373	2179591	0.896	0
3	198022430	1794594	0.906	0
4	191154276	1697093	0.888	0
5	180915260	1608920	0.889	0
6	171115067	1547837	0.905	0
7	159138663	1388340	0.872	0
8	146364022	1317880	0.9	0
9	141213431	1022961	0.724	-1
10	135534747	1208531	0.892	0
11	135006516	1212283	0.898	0
12	133851895	1205750	0.901	0
13	115169878	878176	0.763	0
14	107349540	813078	0.757	0
15	102531392	729636	0.712	-1
16	90354753	731781	0.81	0
17	81195210	723025	0.89	0
18	78077248	694006	0.889	0
19	59128983	532538	0.901	0
20	63025520	580452	0.921	0
21	48129895	337493	0.701	-1
22	51304566	324853	0.633	-1
Odchylenie standardowe dla osobnika: 0.08312
