Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	85741	0.034	0
2	243199373	73853	0.03	0
3	198022430	59784	0.03	0
4	191154276	52718	0.028	0
5	180915260	53659	0.03	0
6	171115067	53777	0.031	0
7	159138663	53889	0.034	0
8	146364022	43805	0.03	0
9	141213431	41156	0.029	0
10	135534747	49426	0.036	0
11	135006516	42708	0.032	0
12	133851895	46415	0.035	0
13	115169878	26656	0.023	-1
14	107349540	29764	0.028	0
15	102531392	30013	0.029	0
16	90354753	36967	0.041	1
17	81195210	37711	0.046	1
18	78077248	23062	0.03	0
19	59128983	32901	0.056	1
20	63025520	23131	0.037	0
21	48129895	12079	0.025	-1
22	51304566	17101	0.033	0
Odchylenie standardowe dla osobnika: 0.00704
