Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1114054	0.447	0
2	243199373	1032369	0.424	0
3	198022430	828324	0.418	0
4	191154276	709935	0.371	-1
5	180915260	753792	0.417	0
6	171115067	775565	0.453	0
7	159138663	707876	0.445	0
8	146364022	647593	0.442	0
9	141213431	572603	0.405	0
10	135534747	692811	0.511	0
11	135006516	610077	0.452	0
12	133851895	619263	0.463	0
13	115169878	381951	0.332	-1
14	107349540	407733	0.38	0
15	102531392	411116	0.401	0
16	90354753	466675	0.516	1
17	81195210	453821	0.559	1
18	78077248	339828	0.435	0
19	59128983	368187	0.623	1
20	63025520	338667	0.537	1
21	48129895	171747	0.357	-1
22	51304566	228089	0.445	0
Odchylenie standardowe dla osobnika: 0.06698
