Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	9381	0.004	1
2	243199373	6312	0.003	0
3	198022430	4854	0.002	0
4	191154276	4085	0.002	0
5	180915260	4587	0.003	0
6	171115067	4243	0.002	0
7	159138663	4494	0.003	0
8	146364022	3398	0.002	0
9	141213431	3292	0.002	0
10	135534747	3717	0.003	0
11	135006516	3779	0.003	0
12	133851895	3703	0.003	0
13	115169878	2363	0.002	0
14	107349540	2590	0.002	0
15	102531392	2543	0.002	0
16	90354753	2870	0.003	0
17	81195210	3315	0.004	1
18	78077248	1831	0.002	0
19	59128983	2862	0.005	1
20	63025520	1970	0.003	0
21	48129895	1028	0.002	0
22	51304566	1452	0.003	0
Odchylenie standardowe dla osobnika: 0.00081
