Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	192888	0.077	0
2	243199373	169692	0.07	0
3	198022430	135275	0.068	0
4	191154276	110675	0.058	-1
5	180915260	120440	0.067	0
6	171115067	124704	0.073	0
7	159138663	126706	0.08	0
8	146364022	104104	0.071	0
9	141213431	96857	0.069	0
10	135534747	115245	0.085	0
11	135006516	104240	0.077	0
12	133851895	109835	0.082	0
13	115169878	59492	0.052	-1
14	107349540	70040	0.065	0
15	102531392	71176	0.069	0
16	90354753	86295	0.096	0
17	81195210	95037	0.117	1
18	78077248	53029	0.068	0
19	59128983	82682	0.14	1
20	63025520	58353	0.093	0
21	48129895	28630	0.059	0
22	51304566	42826	0.083	0
Odchylenie standardowe dla osobnika: 0.01935
