Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1353592	0.543	0
2	243199373	1330974	0.547	0
3	198022430	1047750	0.529	0
4	191154276	988749	0.517	0
5	180915260	951897	0.526	0
6	171115067	933571	0.546	0
7	159138663	913662	0.574	0
8	146364022	797574	0.545	0
9	141213431	691414	0.49	0
10	135534747	845006	0.623	1
11	135006516	744845	0.552	0
12	133851895	756657	0.565	0
13	115169878	486606	0.423	-1
14	107349540	503924	0.469	-1
15	102531392	495536	0.483	0
16	90354753	548930	0.608	0
17	81195210	539118	0.664	1
18	78077248	411481	0.527	0
19	59128983	450418	0.762	1
20	63025520	371755	0.59	0
21	48129895	212696	0.442	-1
22	51304566	249243	0.486	0
Odchylenie standardowe dla osobnika: 0.07322
