Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	196215	0.079	0
2	243199373	171855	0.071	0
3	198022430	136021	0.069	0
4	191154276	118914	0.062	0
5	180915260	121956	0.067	0
6	171115067	120978	0.071	0
7	159138663	126707	0.08	0
8	146364022	101006	0.069	0
9	141213431	98240	0.07	0
10	135534747	116991	0.086	0
11	135006516	100152	0.074	0
12	133851895	107379	0.08	0
13	115169878	59940	0.052	-1
14	107349540	70146	0.065	0
15	102531392	71680	0.07	0
16	90354753	87092	0.096	0
17	81195210	93969	0.116	1
18	78077248	52265	0.067	0
19	59128983	85899	0.145	1
20	63025520	56670	0.09	0
21	48129895	28623	0.059	0
22	51304566	44610	0.087	0
Odchylenie standardowe dla osobnika: 0.01984
