Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	255012	0.102	0
2	243199373	229767	0.094	0
3	198022430	184545	0.093	0
4	191154276	163693	0.086	0
5	180915260	163067	0.09	0
6	171115067	167268	0.098	0
7	159138663	168720	0.106	0
8	146364022	136778	0.093	0
9	141213431	128970	0.091	0
10	135534747	156473	0.115	0
11	135006516	133499	0.099	0
12	133851895	143868	0.107	0
13	115169878	81906	0.071	-1
14	107349540	93522	0.087	0
15	102531392	95982	0.094	0
16	90354753	115659	0.128	1
17	81195210	120770	0.149	1
18	78077248	70401	0.09	0
19	59128983	106875	0.181	1
20	63025520	75004	0.119	0
21	48129895	37842	0.079	-1
22	51304566	55549	0.108	0
Odchylenie standardowe dla osobnika: 0.02364
