Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	319713	0.128	0
2	243199373	323266	0.133	0
3	198022430	258950	0.131	0
4	191154276	229115	0.12	0
5	180915260	232451	0.128	0
6	171115067	224437	0.131	0
7	159138663	204113	0.128	0
8	146364022	195316	0.133	0
9	141213431	157887	0.112	-1
10	135534747	189685	0.14	0
11	135006516	188663	0.14	0
12	133851895	181185	0.135	0
13	115169878	121337	0.105	-1
14	107349540	122598	0.114	-1
15	102531392	115713	0.113	-1
16	90354753	125814	0.139	0
17	81195210	126735	0.156	1
18	78077248	102628	0.131	0
19	59128983	95718	0.162	1
20	63025520	100699	0.16	1
21	48129895	51092	0.106	-1
22	51304566	60868	0.119	0
Odchylenie standardowe dla osobnika: 0.01542
