Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1609140	0.646	0
2	243199373	1468925	0.604	0
3	198022430	1148713	0.58	0
4	191154276	999478	0.523	0
5	180915260	1042737	0.576	0
6	171115067	1056039	0.617	0
7	159138663	1026971	0.645	0
8	146364022	901473	0.616	0
9	141213431	805866	0.571	0
10	135534747	981519	0.724	0
11	135006516	873862	0.647	0
12	133851895	869315	0.649	0
13	115169878	516679	0.449	-1
14	107349540	577702	0.538	0
15	102531392	586701	0.572	0
16	90354753	696840	0.771	1
17	81195210	696453	0.858	1
18	78077248	462120	0.592	0
19	59128983	598096	1.012	1
20	63025520	489473	0.777	1
21	48129895	247164	0.514	-1
22	51304566	355137	0.692	0
Odchylenie standardowe dla osobnika: 0.12241
