Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	557826	0.224	0
2	243199373	539856	0.222	0
3	198022430	424717	0.214	0
4	191154276	365182	0.191	0
5	180915260	377650	0.209	0
6	171115067	367190	0.215	0
7	159138663	353335	0.222	0
8	146364022	324244	0.222	0
9	141213431	274072	0.194	0
10	135534747	330559	0.244	0
11	135006516	326811	0.242	0
12	133851895	310070	0.232	0
13	115169878	195015	0.169	-1
14	107349540	209480	0.195	0
15	102531392	202837	0.198	0
16	90354753	238171	0.264	0
17	81195210	245201	0.302	1
18	78077248	168445	0.216	0
19	59128983	207423	0.351	1
20	63025520	181301	0.288	1
21	48129895	91382	0.19	0
22	51304566	122968	0.24	0
Odchylenie standardowe dla osobnika: 0.04074
