Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	762949	0.306	0
2	243199373	704536	0.29	0
3	198022430	559537	0.283	0
4	191154276	492489	0.258	0
5	180915260	502493	0.278	0
6	171115067	510943	0.299	0
7	159138663	497738	0.313	0
8	146364022	425043	0.29	0
9	141213431	388220	0.275	0
10	135534747	459351	0.339	0
11	135006516	409590	0.303	0
12	133851895	426260	0.318	0
13	115169878	252128	0.219	-1
14	107349540	278837	0.26	0
15	102531392	280900	0.274	0
16	90354753	333682	0.369	1
17	81195210	337341	0.415	1
18	78077248	219245	0.281	0
19	59128983	291925	0.494	1
20	63025520	224596	0.356	0
21	48129895	115895	0.241	-1
22	51304566	162083	0.316	0
Odchylenie standardowe dla osobnika: 0.05866
