Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	2638390	1.059	0
2	243199373	2827115	1.162	0
3	198022430	2335974	1.18	0
4	191154276	2216083	1.159	0
5	180915260	2099047	1.16	0
6	171115067	2012725	1.176	0
7	159138663	1784781	1.122	0
8	146364022	1707176	1.166	0
9	141213431	1311714	0.929	-1
10	135534747	1548882	1.143	0
11	135006516	1552645	1.15	0
12	133851895	1558872	1.165	0
13	115169878	1144746	0.994	0
14	107349540	1046599	0.975	0
15	102531392	937123	0.914	-1
16	90354753	916107	1.014	0
17	81195210	901044	1.11	0
18	78077248	900924	1.154	0
19	59128983	636599	1.077	0
20	63025520	733260	1.163	0
21	48129895	427798	0.889	-1
22	51304566	392122	0.764	-1
Odchylenie standardowe dla osobnika: 0.11406
