Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	342818	0.138	0
2	243199373	333092	0.137	0
3	198022430	263048	0.133	0
4	191154276	234460	0.123	0
5	180915260	236011	0.13	0
6	171115067	231308	0.135	0
7	159138663	222894	0.14	0
8	146364022	200283	0.137	0
9	141213431	167972	0.119	0
10	135534747	199380	0.147	0
11	135006516	200423	0.148	0
12	133851895	192929	0.144	0
13	115169878	123928	0.108	-1
14	107349540	129519	0.121	0
15	102531392	123625	0.121	0
16	90354753	142781	0.158	0
17	81195210	150811	0.186	1
18	78077248	104203	0.133	0
19	59128983	130514	0.221	1
20	63025520	107546	0.171	1
21	48129895	58005	0.121	0
22	51304566	73558	0.143	0
Odchylenie standardowe dla osobnika: 0.02443
