Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	7951711	3.19	0
2	243199373	8368032	3.441	0
3	198022430	6873381	3.471	0
4	191154276	6392812	3.344	0
5	180915260	6146068	3.397	0
6	171115067	5910801	3.454	0
7	159138663	5336249	3.353	0
8	146364022	5045427	3.447	0
9	141213431	3957132	2.802	-1
10	135534747	4688608	3.459	0
11	135006516	4676130	3.464	0
12	133851895	4663638	3.484	0
13	115169878	3336581	2.897	-1
14	107349540	3128300	2.914	-1
15	102531392	2847908	2.778	-1
16	90354753	2886636	3.195	0
17	81195210	2883729	3.552	0
18	78077248	2657488	3.404	0
19	59128983	2146786	3.631	1
20	63025520	2288556	3.631	1
21	48129895	1290428	2.681	-1
22	51304566	1302239	2.538	-1
Odchylenie standardowe dla osobnika: 0.32013
