Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	787677	0.316	0
2	243199373	698790	0.287	0
3	198022430	546981	0.276	0
4	191154276	473520	0.248	0
5	180915260	496036	0.274	0
6	171115067	500147	0.292	0
7	159138663	495511	0.311	0
8	146364022	417646	0.285	0
9	141213431	394302	0.279	0
10	135534747	489433	0.361	0
11	135006516	412892	0.306	0
12	133851895	423391	0.316	0
13	115169878	243872	0.212	-1
14	107349540	278846	0.26	0
15	102531392	286707	0.28	0
16	90354753	354229	0.392	1
17	81195210	360391	0.444	1
18	78077248	216636	0.277	0
19	59128983	313692	0.531	1
20	63025520	234911	0.373	0
21	48129895	116934	0.243	-1
22	51304566	179400	0.35	0
Odchylenie standardowe dla osobnika: 0.07029
