Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1292950	0.519	0
2	243199373	1182821	0.486	0
3	198022430	924250	0.467	0
4	191154276	805248	0.421	0
5	180915260	833114	0.46	0
6	171115067	854076	0.499	0
7	159138663	821672	0.516	0
8	146364022	720205	0.492	0
9	141213431	649365	0.46	0
10	135534747	818727	0.604	0
11	135006516	702299	0.52	0
12	133851895	698362	0.522	0
13	115169878	411402	0.357	-1
14	107349540	462628	0.431	0
15	102531392	469509	0.458	0
16	90354753	571447	0.632	1
17	81195210	563067	0.693	1
18	78077248	370366	0.474	0
19	59128983	483432	0.818	1
20	63025520	393284	0.624	1
21	48129895	196683	0.409	-1
22	51304566	286261	0.558	0
Odchylenie standardowe dla osobnika: 0.10126
