Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	160648	0.064	0
2	243199373	138060	0.057	0
3	198022430	108383	0.055	0
4	191154276	92062	0.048	-1
5	180915260	99679	0.055	0
6	171115067	98428	0.058	0
7	159138663	97497	0.061	0
8	146364022	82672	0.056	0
9	141213431	76691	0.054	0
10	135534747	87958	0.065	0
11	135006516	80385	0.06	0
12	133851895	83791	0.063	0
13	115169878	50169	0.044	-1
14	107349540	55272	0.051	0
15	102531392	55826	0.054	0
16	90354753	65104	0.072	0
17	81195210	67688	0.083	1
18	78077248	43993	0.056	0
19	59128983	57029	0.096	1
20	63025520	45173	0.072	0
21	48129895	23004	0.048	-1
22	51304566	32645	0.064	0
Odchylenie standardowe dla osobnika: 0.0116
