Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	674265	0.271	0
2	243199373	641474	0.264	0
3	198022430	508352	0.257	0
4	191154276	449835	0.235	0
5	180915260	461098	0.255	0
6	171115067	473402	0.277	0
7	159138663	438866	0.276	0
8	146364022	395812	0.27	0
9	141213431	350533	0.248	0
10	135534747	447973	0.331	1
11	135006516	374999	0.278	0
12	133851895	374651	0.28	0
13	115169878	230875	0.2	-1
14	107349540	249711	0.233	0
15	102531392	247404	0.241	0
16	90354753	297218	0.329	1
17	81195210	280060	0.345	1
18	78077248	204566	0.262	0
19	59128983	232412	0.393	1
20	63025520	206652	0.328	1
21	48129895	107137	0.223	-1
22	51304566	144095	0.281	0
Odchylenie standardowe dla osobnika: 0.04388
