Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1198279	0.481	0
2	243199373	1280826	0.527	0
3	198022430	1052364	0.531	0
4	191154276	979584	0.512	0
5	180915260	939290	0.519	0
6	171115067	904578	0.529	0
7	159138663	795578	0.5	0
8	146364022	769312	0.526	0
9	141213431	597920	0.423	-1
10	135534747	710413	0.524	0
11	135006516	706336	0.523	0
12	133851895	697167	0.521	0
13	115169878	510943	0.444	0
14	107349540	471907	0.44	0
15	102531392	430010	0.419	-1
16	90354753	424181	0.469	0
17	81195210	418848	0.516	0
18	78077248	408727	0.523	0
19	59128983	289885	0.49	0
20	63025520	346839	0.55	1
21	48129895	192830	0.401	-1
22	51304566	189271	0.369	-1
Odchylenie standardowe dla osobnika: 0.04909
