Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	644257	0.258	0
2	243199373	688709	0.283	0
3	198022430	568434	0.287	0
4	191154276	538885	0.282	0
5	180915260	507398	0.28	0
6	171115067	492425	0.288	0
7	159138663	439137	0.276	0
8	146364022	414649	0.283	0
9	141213431	321395	0.228	-1
10	135534747	378619	0.279	0
11	135006516	377092	0.279	0
12	133851895	380858	0.285	0
13	115169878	279745	0.243	0
14	107349540	256110	0.239	0
15	102531392	228290	0.223	-1
16	90354753	227162	0.251	0
17	81195210	223139	0.275	0
18	78077248	218922	0.28	0
19	59128983	163981	0.277	0
20	63025520	178906	0.284	0
21	48129895	105929	0.22	-1
22	51304566	98204	0.191	-1
Odchylenie standardowe dla osobnika: 0.02687
