Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	44809	0.018	0
2	243199373	39300	0.016	0
3	198022430	30929	0.016	0
4	191154276	26223	0.014	0
5	180915260	27558	0.015	0
6	171115067	27118	0.016	0
7	159138663	28862	0.018	0
8	146364022	21919	0.015	0
9	141213431	22047	0.016	0
10	135534747	24390	0.018	0
11	135006516	21938	0.016	0
12	133851895	24319	0.018	0
13	115169878	14071	0.012	-1
14	107349540	16212	0.015	0
15	102531392	16323	0.016	0
16	90354753	19003	0.021	0
17	81195210	21171	0.026	1
18	78077248	11593	0.015	0
19	59128983	18037	0.031	1
20	63025520	12302	0.02	0
21	48129895	6358	0.013	-1
22	51304566	9151	0.018	0
Odchylenie standardowe dla osobnika: 0.00413
