Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1728788	0.694	0
2	243199373	1600738	0.658	0
3	198022430	1252249	0.632	0
4	191154276	1074118	0.562	-1
5	180915260	1141214	0.631	0
6	171115067	1170749	0.684	0
7	159138663	1111768	0.699	0
8	146364022	978270	0.668	0
9	141213431	890192	0.63	0
10	135534747	1071159	0.79	0
11	135006516	957608	0.709	0
12	133851895	944570	0.706	0
13	115169878	572505	0.497	-1
14	107349540	634716	0.591	0
15	102531392	649712	0.634	0
16	90354753	758062	0.839	0
17	81195210	771198	0.95	1
18	78077248	510112	0.653	0
19	59128983	650378	1.1	1
20	63025520	541865	0.86	1
21	48129895	274700	0.571	-1
22	51304566	405524	0.79	0
Odchylenie standardowe dla osobnika: 0.13407
