Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	16105	0.006	0
2	243199373	14703	0.006	0
3	198022430	11623	0.006	0
4	191154276	9345	0.005	-1
5	180915260	10309	0.006	0
6	171115067	10745	0.006	0
7	159138663	10308	0.006	0
8	146364022	8687	0.006	0
9	141213431	8324	0.006	0
10	135534747	9547	0.007	0
11	135006516	8708	0.006	0
12	133851895	9133	0.007	0
13	115169878	5188	0.005	-1
14	107349540	5951	0.006	0
15	102531392	6088	0.006	0
16	90354753	7324	0.008	0
17	81195210	7748	0.01	1
18	78077248	4779	0.006	0
19	59128983	6571	0.011	1
20	63025520	5246	0.008	0
21	48129895	2414	0.005	-1
22	51304566	3927	0.008	0
Odchylenie standardowe dla osobnika: 0.00149
