Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1042105	0.418	0
2	243199373	940975	0.387	0
3	198022430	753266	0.38	0
4	191154276	679449	0.355	0
5	180915260	677025	0.374	0
6	171115067	675685	0.395	0
7	159138663	686758	0.432	0
8	146364022	565388	0.386	0
9	141213431	521256	0.369	0
10	135534747	644108	0.475	0
11	135006516	539393	0.4	0
12	133851895	580719	0.434	0
13	115169878	337507	0.293	-1
14	107349540	375662	0.35	0
15	102531392	372701	0.363	0
16	90354753	452810	0.501	1
17	81195210	460072	0.567	1
18	78077248	288705	0.37	0
19	59128983	408787	0.691	1
20	63025520	287153	0.456	0
21	48129895	152762	0.317	-1
22	51304566	206309	0.402	0
Odchylenie standardowe dla osobnika: 0.0845
