Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	143517	0.058	0
2	243199373	153773	0.063	0
3	198022430	117957	0.06	0
4	191154276	112359	0.059	0
5	180915260	110035	0.061	0
6	171115067	106152	0.062	0
7	159138663	94430	0.059	0
8	146364022	90229	0.062	0
9	141213431	71036	0.05	-1
10	135534747	84568	0.062	0
11	135006516	83716	0.062	0
12	133851895	82809	0.062	0
13	115169878	59057	0.051	-1
14	107349540	56121	0.052	-1
15	102531392	52495	0.051	-1
16	90354753	52760	0.058	0
17	81195210	52298	0.064	1
18	78077248	47772	0.061	0
19	59128983	39196	0.066	1
20	63025520	41825	0.066	1
21	48129895	23865	0.05	-1
22	51304566	23912	0.047	-1
Odchylenie standardowe dla osobnika: 0.00552
