Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	2238967	0.898	0
2	243199373	2076122	0.854	0
3	198022430	1623980	0.82	0
4	191154276	1392095	0.728	-1
5	180915260	1482514	0.819	0
6	171115067	1515653	0.886	0
7	159138663	1441658	0.906	0
8	146364022	1273106	0.87	0
9	141213431	1149832	0.814	0
10	135534747	1384952	1.022	0
11	135006516	1239929	0.918	0
12	133851895	1221320	0.912	0
13	115169878	743461	0.646	-1
14	107349540	821839	0.766	0
15	102531392	828793	0.808	0
16	90354753	981590	1.086	0
17	81195210	994345	1.225	1
18	78077248	665988	0.853	0
19	59128983	839094	1.419	1
20	63025520	702682	1.115	1
21	48129895	357698	0.743	0
22	51304566	526978	1.027	0
Odchylenie standardowe dla osobnika: 0.17231
