Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	416655	0.167	0
2	243199373	370250	0.152	0
3	198022430	296230	0.15	0
4	191154276	252658	0.132	0
5	180915260	263056	0.145	0
6	171115067	266436	0.156	0
7	159138663	273418	0.172	0
8	146364022	220128	0.15	0
9	141213431	210042	0.149	0
10	135534747	239180	0.176	0
11	135006516	212354	0.157	0
12	133851895	234369	0.175	0
13	115169878	133112	0.116	-1
14	107349540	151540	0.141	0
15	102531392	157320	0.153	0
16	90354753	183822	0.203	0
17	81195210	201000	0.248	1
18	78077248	113689	0.146	0
19	59128983	176972	0.299	1
20	63025520	120457	0.191	0
21	48129895	58747	0.122	-1
22	51304566	91567	0.178	0
Odchylenie standardowe dla osobnika: 0.03997
