Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	443093	0.178	0
2	243199373	395517	0.163	0
3	198022430	309121	0.156	0
4	191154276	269770	0.141	0
5	180915260	279395	0.154	0
6	171115067	284344	0.166	0
7	159138663	281696	0.177	0
8	146364022	237017	0.162	0
9	141213431	220947	0.156	0
10	135534747	274531	0.203	0
11	135006516	236378	0.175	0
12	133851895	240623	0.18	0
13	115169878	137680	0.12	-1
14	107349540	158032	0.147	0
15	102531392	161859	0.158	0
16	90354753	198844	0.22	1
17	81195210	204836	0.252	1
18	78077248	122929	0.157	0
19	59128983	178928	0.303	1
20	63025520	131941	0.209	0
21	48129895	67274	0.14	0
22	51304566	101509	0.198	0
Odchylenie standardowe dla osobnika: 0.03989
