Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	11220842	4.502	0
2	243199373	11727618	4.822	0
3	198022430	9572060	4.834	0
4	191154276	8903793	4.658	0
5	180915260	8566486	4.735	0
6	171115067	8245853	4.819	0
7	159138663	7497643	4.711	0
8	146364022	7066781	4.828	0
9	141213431	5595225	3.962	-1
10	135534747	6614563	4.88	0
11	135006516	6615597	4.9	0
12	133851895	6518361	4.87	0
13	115169878	4648220	4.036	-1
14	107349540	4406287	4.105	-1
15	102531392	4017518	3.918	-1
16	90354753	4140454	4.582	0
17	81195210	4185513	5.155	1
18	78077248	3718722	4.763	0
19	59128983	3177185	5.373	1
20	63025520	3281225	5.206	1
21	48129895	1828432	3.799	-1
22	51304566	1946856	3.795	-1
Odchylenie standardowe dla osobnika: 0.45293
