Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	90873	0.036	0
2	243199373	79437	0.033	0
3	198022430	63643	0.032	0
4	191154276	54325	0.028	0
5	180915260	57207	0.032	0
6	171115067	57312	0.033	0
7	159138663	59601	0.037	0
8	146364022	46688	0.032	0
9	141213431	45573	0.032	0
10	135534747	52332	0.039	0
11	135006516	45925	0.034	0
12	133851895	51253	0.038	0
13	115169878	28429	0.025	-1
14	107349540	33091	0.031	0
15	102531392	33917	0.033	0
16	90354753	40246	0.045	0
17	81195210	44411	0.055	1
18	78077248	24231	0.031	0
19	59128983	39690	0.067	1
20	63025520	26141	0.041	0
21	48129895	12838	0.027	-1
22	51304566	20031	0.039	0
Odchylenie standardowe dla osobnika: 0.00919
