Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	5067122	2.033	0
2	243199373	5490307	2.258	0
3	198022430	4539374	2.292	0
4	191154276	4352514	2.277	0
5	180915260	4067885	2.249	0
6	171115067	3916088	2.289	0
7	159138663	3429406	2.155	0
8	146364022	3297147	2.253	0
9	141213431	2519868	1.784	-1
10	135534747	3008779	2.22	0
11	135006516	2959738	2.192	0
12	133851895	2988206	2.232	0
13	115169878	2238007	1.943	0
14	107349540	2017044	1.879	0
15	102531392	1808182	1.764	-1
16	90354753	1740484	1.926	0
17	81195210	1723770	2.123	0
18	78077248	1750077	2.241	0
19	59128983	1179798	1.995	0
20	63025520	1403841	2.227	0
21	48129895	825138	1.714	-1
22	51304566	748322	1.459	-1
Odchylenie standardowe dla osobnika: 0.22606
