Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	793574	0.318	0
2	243199373	733718	0.302	0
3	198022430	582036	0.294	0
4	191154276	515339	0.27	0
5	180915260	524036	0.29	0
6	171115067	521259	0.305	0
7	159138663	527728	0.332	0
8	146364022	433954	0.296	0
9	141213431	405934	0.287	0
10	135534747	478597	0.353	0
11	135006516	420108	0.311	0
12	133851895	445226	0.333	0
13	115169878	263834	0.229	-1
14	107349540	292871	0.273	0
15	102531392	291697	0.284	0
16	90354753	342748	0.379	0
17	81195210	358839	0.442	1
18	78077248	227659	0.292	0
19	59128983	309869	0.524	1
20	63025520	226117	0.359	0
21	48129895	119194	0.248	-1
22	51304566	164245	0.32	0
Odchylenie standardowe dla osobnika: 0.0629
