Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1203788	0.483	0
2	243199373	1122157	0.461	0
3	198022430	890952	0.45	0
4	191154276	775392	0.406	-1
5	180915260	814650	0.45	0
6	171115067	822729	0.481	0
7	159138663	766934	0.482	0
8	146364022	706801	0.483	0
9	141213431	614886	0.435	0
10	135534747	755986	0.558	1
11	135006516	666030	0.493	0
12	133851895	656975	0.491	0
13	115169878	411591	0.357	-1
14	107349540	437727	0.408	-1
15	102531392	432414	0.422	0
16	90354753	502636	0.556	1
17	81195210	477571	0.588	1
18	78077248	364783	0.467	0
19	59128983	393829	0.666	1
20	63025520	364703	0.579	1
21	48129895	187604	0.39	-1
22	51304566	249843	0.487	0
Odchylenie standardowe dla osobnika: 0.07066
