Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	130112	0.052	0
2	243199373	120074	0.049	0
3	198022430	95555	0.048	0
4	191154276	83080	0.043	0
5	180915260	84640	0.047	0
6	171115067	83402	0.049	0
7	159138663	86725	0.054	0
8	146364022	68201	0.047	0
9	141213431	65156	0.046	0
10	135534747	76006	0.056	0
11	135006516	66863	0.05	0
12	133851895	73940	0.055	0
13	115169878	43104	0.037	-1
14	107349540	47719	0.044	0
15	102531392	48485	0.047	0
16	90354753	56011	0.062	0
17	81195210	60661	0.075	1
18	78077248	36352	0.047	0
19	59128983	52034	0.088	1
20	63025520	36121	0.057	0
21	48129895	18862	0.039	-1
22	51304566	26626	0.052	0
Odchylenie standardowe dla osobnika: 0.01106
