Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	51839	0.021	0
2	243199373	49201	0.02	0
3	198022430	39686	0.02	0
4	191154276	34548	0.018	0
5	180915260	35351	0.02	0
6	171115067	33675	0.02	0
7	159138663	34556	0.022	0
8	146364022	28123	0.019	0
9	141213431	25854	0.018	0
10	135534747	29733	0.022	0
11	135006516	27234	0.02	0
12	133851895	29197	0.022	0
13	115169878	18776	0.016	-1
14	107349540	19209	0.018	0
15	102531392	19257	0.019	0
16	90354753	21192	0.023	0
17	81195210	21846	0.027	1
18	78077248	15374	0.02	0
19	59128983	17228	0.029	1
20	63025520	14363	0.023	0
21	48129895	7908	0.016	-1
22	51304566	9707	0.019	0
Odchylenie standardowe dla osobnika: 0.00303
