Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	818315	0.328	0
2	243199373	721910	0.297	0
3	198022430	580402	0.293	0
4	191154276	494525	0.259	0
5	180915260	523216	0.289	0
6	171115067	531976	0.311	0
7	159138663	518760	0.326	0
8	146364022	447842	0.306	0
9	141213431	407369	0.288	0
10	135534747	477810	0.353	0
11	135006516	430132	0.319	0
12	133851895	448416	0.335	0
13	115169878	259416	0.225	-1
14	107349540	293529	0.273	0
15	102531392	298014	0.291	0
16	90354753	349817	0.387	0
17	81195210	356344	0.439	1
18	78077248	230612	0.295	0
19	59128983	311571	0.527	1
20	63025520	244576	0.388	0
21	48129895	120140	0.25	-1
22	51304566	178706	0.348	0
Odchylenie standardowe dla osobnika: 0.06495
