Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	818556	0.328	0
2	243199373	764252	0.314	0
3	198022430	600561	0.303	0
4	191154276	520972	0.273	0
5	180915260	543988	0.301	0
6	171115067	550319	0.322	0
7	159138663	526397	0.331	0
8	146364022	463514	0.317	0
9	141213431	419127	0.297	0
10	135534747	504179	0.372	0
11	135006516	447758	0.332	0
12	133851895	449056	0.335	0
13	115169878	273279	0.237	-1
14	107349540	299820	0.279	0
15	102531392	302956	0.295	0
16	90354753	353960	0.392	1
17	81195210	354382	0.436	1
18	78077248	240013	0.307	0
19	59128983	303248	0.513	1
20	63025520	247864	0.393	1
21	48129895	126986	0.264	-1
22	51304566	179968	0.351	0
Odchylenie standardowe dla osobnika: 0.05973
