Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	2576958	1.034	0
2	243199373	2736785	1.125	0
3	198022430	2257496	1.14	0
4	191154276	2110736	1.104	0
5	180915260	2019442	1.116	0
6	171115067	1936997	1.132	0
7	159138663	1735470	1.091	0
8	146364022	1656647	1.132	0
9	141213431	1284332	0.909	-1
10	135534747	1522833	1.124	0
11	135006516	1522640	1.128	0
12	133851895	1517409	1.134	0
13	115169878	1093891	0.95	0
14	107349540	1022821	0.953	0
15	102531392	924677	0.902	-1
16	90354753	916139	1.014	0
17	81195210	906316	1.116	0
18	78077248	876023	1.122	0
19	59128983	652922	1.104	0
20	63025520	734652	1.166	1
21	48129895	419325	0.871	-1
22	51304566	404512	0.788	-1
Odchylenie standardowe dla osobnika: 0.1053
