Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	18449	0.007	0
2	243199373	16274	0.007	0
3	198022430	12900	0.007	0
4	191154276	11539	0.006	0
5	180915260	11762	0.007	0
6	171115067	11805	0.007	0
7	159138663	12071	0.008	0
8	146364022	9706	0.007	0
9	141213431	9254	0.007	0
10	135534747	10406	0.008	0
11	135006516	9333	0.007	0
12	133851895	10107	0.008	0
13	115169878	5900	0.005	-1
14	107349540	6428	0.006	0
15	102531392	6640	0.006	0
16	90354753	8040	0.009	0
17	81195210	8465	0.01	1
18	78077248	4997	0.006	0
19	59128983	7402	0.013	1
20	63025520	5123	0.008	0
21	48129895	2638	0.005	-1
22	51304566	3800	0.007	0
Odchylenie standardowe dla osobnika: 0.00169
