Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	136141	0.055	0
2	243199373	113765	0.047	0
3	198022430	89863	0.045	0
4	191154276	81231	0.042	0
5	180915260	83811	0.046	0
6	171115067	78888	0.046	0
7	159138663	82124	0.052	0
8	146364022	65029	0.044	0
9	141213431	62225	0.044	0
10	135534747	71766	0.053	0
11	135006516	65298	0.048	0
12	133851895	69233	0.052	0
13	115169878	41163	0.036	-1
14	107349540	44986	0.042	0
15	102531392	45603	0.044	0
16	90354753	52686	0.058	0
17	81195210	56627	0.07	1
18	78077248	34097	0.044	0
19	59128983	49743	0.084	1
20	63025520	33334	0.053	0
21	48129895	18352	0.038	-1
22	51304566	24896	0.049	0
Odchylenie standardowe dla osobnika: 0.01034
