Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	777741	0.312	0
2	243199373	700663	0.288	0
3	198022430	551009	0.278	0
4	191154276	451242	0.236	-1
5	180915260	498891	0.276	0
6	171115067	519944	0.304	0
7	159138663	492805	0.31	0
8	146364022	428697	0.293	0
9	141213431	402205	0.285	0
10	135534747	476303	0.351	0
11	135006516	427882	0.317	0
12	133851895	428574	0.32	0
13	115169878	245936	0.214	-1
14	107349540	284935	0.265	0
15	102531392	297323	0.29	0
16	90354753	349397	0.387	0
17	81195210	371618	0.458	1
18	78077248	225447	0.289	0
19	59128983	316821	0.536	1
20	63025520	255432	0.405	1
21	48129895	120961	0.251	0
22	51304566	197876	0.386	0
Odchylenie standardowe dla osobnika: 0.07317
