Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	56134	0.023	0
2	243199373	51352	0.021	0
3	198022430	40981	0.021	0
4	191154276	35031	0.018	-1
5	180915260	36469	0.02	0
6	171115067	36656	0.021	0
7	159138663	36009	0.023	0
8	146364022	30705	0.021	0
9	141213431	28601	0.02	0
10	135534747	32968	0.024	0
11	135006516	29526	0.022	0
12	133851895	30806	0.023	0
13	115169878	18608	0.016	-1
14	107349540	20507	0.019	0
15	102531392	20438	0.02	0
16	90354753	23315	0.026	0
17	81195210	24402	0.03	1
18	78077248	16258	0.021	0
19	59128983	20714	0.035	1
20	63025520	16375	0.026	0
21	48129895	8501	0.018	-1
22	51304566	11669	0.023	0
Odchylenie standardowe dla osobnika: 0.00407
