Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1152917	0.463	0
2	243199373	1058747	0.435	0
3	198022430	828231	0.418	0
4	191154276	700555	0.366	-1
5	180915260	756740	0.418	0
6	171115067	779932	0.456	0
7	159138663	742147	0.466	0
8	146364022	652723	0.446	0
9	141213431	599187	0.424	0
10	135534747	717575	0.529	0
11	135006516	641656	0.475	0
12	133851895	629542	0.47	0
13	115169878	374607	0.325	-1
14	107349540	424760	0.396	0
15	102531392	431080	0.42	0
16	90354753	510542	0.565	0
17	81195210	524139	0.646	1
18	78077248	339437	0.435	0
19	59128983	450454	0.762	1
20	63025520	370399	0.588	1
21	48129895	184946	0.384	0
22	51304566	280969	0.548	0
Odchylenie standardowe dla osobnika: 0.09686
