Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1672597	0.671	0
2	243199373	1685807	0.693	0
3	198022430	1353852	0.684	0
4	191154276	1191708	0.623	0
5	180915260	1208353	0.668	0
6	171115067	1165067	0.681	0
7	159138663	1071792	0.673	0
8	146364022	1018555	0.696	0
9	141213431	827542	0.586	-1
10	135534747	987283	0.728	0
11	135006516	987007	0.731	0
12	133851895	944730	0.706	0
13	115169878	633072	0.55	-1
14	107349540	640184	0.596	-1
15	102531392	606085	0.591	-1
16	90354753	654670	0.725	0
17	81195210	656851	0.809	1
18	78077248	533950	0.684	0
19	59128983	502640	0.85	1
20	63025520	522540	0.829	1
21	48129895	266175	0.553	-1
22	51304566	319294	0.622	0
Odchylenie standardowe dla osobnika: 0.07964
