Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	573073	0.23	0
2	243199373	600185	0.247	0
3	198022430	489967	0.247	0
4	191154276	450234	0.236	0
5	180915260	436673	0.241	0
6	171115067	422175	0.247	0
7	159138663	372532	0.234	0
8	146364022	362117	0.247	0
9	141213431	283121	0.2	-1
10	135534747	337633	0.249	0
11	135006516	335647	0.249	0
12	133851895	327948	0.245	0
13	115169878	234831	0.204	-1
14	107349540	222511	0.207	-1
15	102531392	206788	0.202	-1
16	90354753	207590	0.23	0
17	81195210	207488	0.256	1
18	78077248	190588	0.244	0
19	59128983	149066	0.252	0
20	63025520	169480	0.269	1
21	48129895	91463	0.19	-1
22	51304566	97733	0.19	-1
Odchylenie standardowe dla osobnika: 0.02246
