Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1248680	0.501	0
2	243199373	1176734	0.484	0
3	198022430	941269	0.475	0
4	191154276	827767	0.433	0
5	180915260	851242	0.471	0
6	171115067	866665	0.506	0
7	159138663	813878	0.511	0
8	146364022	734058	0.502	0
9	141213431	641697	0.454	0
10	135534747	783010	0.578	0
11	135006516	689503	0.511	0
12	133851895	696182	0.52	0
13	115169878	427919	0.372	-1
14	107349540	460598	0.429	0
15	102531392	455468	0.444	0
16	90354753	542216	0.6	1
17	81195210	511881	0.63	1
18	78077248	376885	0.483	0
19	59128983	427223	0.723	1
20	63025520	375495	0.596	1
21	48129895	195396	0.406	-1
22	51304566	257256	0.501	0
Odchylenie standardowe dla osobnika: 0.078
