Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1462823	0.587	0
2	243199373	1343130	0.552	0
3	198022430	1056082	0.533	0
4	191154276	939576	0.492	0
5	180915260	962926	0.532	0
6	171115067	964517	0.564	0
7	159138663	938162	0.59	0
8	146364022	825359	0.564	0
9	141213431	735361	0.521	0
10	135534747	922958	0.681	0
11	135006516	786412	0.582	0
12	133851895	794204	0.593	0
13	115169878	477118	0.414	-1
14	107349540	522905	0.487	0
15	102531392	526958	0.514	0
16	90354753	624707	0.691	1
17	81195210	622785	0.767	1
18	78077248	418770	0.536	0
19	59128983	538115	0.91	1
20	63025520	429326	0.681	0
21	48129895	221734	0.461	-1
22	51304566	307611	0.6	0
Odchylenie standardowe dla osobnika: 0.10673
