Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	985583	0.395	0
2	243199373	1006826	0.414	0
3	198022430	810074	0.409	0
4	191154276	736733	0.385	0
5	180915260	727615	0.402	0
6	171115067	702664	0.411	0
7	159138663	643548	0.404	0
8	146364022	605489	0.414	0
9	141213431	487072	0.345	-1
10	135534747	576446	0.425	0
11	135006516	577158	0.428	0
12	133851895	565285	0.422	0
13	115169878	388413	0.337	-1
14	107349540	379920	0.354	-1
15	102531392	354599	0.346	-1
16	90354753	376951	0.417	0
17	81195210	382948	0.472	1
18	78077248	316919	0.406	0
19	59128983	297031	0.502	1
20	63025520	295660	0.469	1
21	48129895	160332	0.333	-1
22	51304566	178032	0.347	-1
Odchylenie standardowe dla osobnika: 0.04405
