Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	285561	0.115	0
2	243199373	247296	0.102	0
3	198022430	195509	0.099	0
4	191154276	167274	0.088	0
5	180915260	177991	0.098	0
6	171115067	178062	0.104	0
7	159138663	180259	0.113	0
8	146364022	148720	0.102	0
9	141213431	141119	0.1	0
10	135534747	168759	0.125	0
11	135006516	146247	0.108	0
12	133851895	155137	0.116	0
13	115169878	87850	0.076	-1
14	107349540	100800	0.094	0
15	102531392	103115	0.101	0
16	90354753	124132	0.137	0
17	81195210	133107	0.164	1
18	78077248	76715	0.098	0
19	59128983	117108	0.198	1
20	63025520	81991	0.13	0
21	48129895	40473	0.084	-1
22	51304566	62772	0.122	0
Odchylenie standardowe dla osobnika: 0.02648
