Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	560393	0.225	0
2	243199373	586787	0.241	0
3	198022430	478184	0.241	0
4	191154276	444821	0.233	0
5	180915260	430082	0.238	0
6	171115067	413826	0.242	0
7	159138663	375159	0.236	0
8	146364022	354495	0.242	0
9	141213431	278877	0.197	-1
10	135534747	330018	0.243	0
11	135006516	329697	0.244	0
12	133851895	325407	0.243	0
13	115169878	231430	0.201	-1
14	107349540	220061	0.205	-1
15	102531392	200538	0.196	-1
16	90354753	206694	0.229	0
17	81195210	205020	0.253	1
18	78077248	186533	0.239	0
19	59128983	156124	0.264	1
20	63025520	162584	0.258	1
21	48129895	92827	0.193	-1
22	51304566	95042	0.185	-1
Odchylenie standardowe dla osobnika: 0.02221
