Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	3299124	1.324	0
2	243199373	3595288	1.478	0
3	198022430	2995990	1.513	1
4	191154276	2906657	1.521	1
5	180915260	2693201	1.489	0
6	171115067	2584191	1.51	1
7	159138663	2270966	1.427	0
8	146364022	2179712	1.489	0
9	141213431	1646561	1.166	-1
10	135534747	1947788	1.437	0
11	135006516	1944588	1.44	0
12	133851895	1974939	1.475	0
13	115169878	1495785	1.299	0
14	107349540	1332648	1.241	0
15	102531392	1160689	1.132	-1
16	90354753	1105761	1.224	0
17	81195210	1078155	1.328	0
18	78077248	1155521	1.48	0
19	59128983	741159	1.253	0
20	63025520	887451	1.408	0
21	48129895	543983	1.13	-1
22	51304566	458577	0.894	-1
Odchylenie standardowe dla osobnika: 0.16131
