Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	230726	0.093	0
2	243199373	245245	0.101	0
3	198022430	200166	0.101	0
4	191154276	184424	0.096	0
5	180915260	178716	0.099	0
6	171115067	171640	0.1	0
7	159138663	152360	0.096	0
8	146364022	147612	0.101	0
9	141213431	114884	0.081	-1
10	135534747	136945	0.101	0
11	135006516	136031	0.101	0
12	133851895	134523	0.101	0
13	115169878	96852	0.084	-1
14	107349540	90508	0.084	-1
15	102531392	82865	0.081	-1
16	90354753	84130	0.093	0
17	81195210	82011	0.101	0
18	78077248	78276	0.1	0
19	59128983	58646	0.099	0
20	63025520	67998	0.108	1
21	48129895	37971	0.079	-1
22	51304566	37740	0.074	-1
Odchylenie standardowe dla osobnika: 0.00913
