Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1289980	0.518	0
2	243199373	1167576	0.48	0
3	198022430	900876	0.455	0
4	191154276	758231	0.397	-1
5	180915260	818922	0.453	0
6	171115067	847736	0.495	0
7	159138663	803991	0.505	0
8	146364022	712126	0.487	0
9	141213431	651187	0.461	0
10	135534747	810190	0.598	0
11	135006516	709067	0.525	0
12	133851895	687392	0.514	0
13	115169878	402985	0.35	-1
14	107349540	460814	0.429	0
15	102531392	482172	0.47	0
16	90354753	579003	0.641	1
17	81195210	584035	0.719	1
18	78077248	370714	0.475	0
19	59128983	495939	0.839	1
20	63025520	413098	0.655	1
21	48129895	199155	0.414	0
22	51304566	311870	0.608	0
Odchylenie standardowe dla osobnika: 0.11116
