Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	3142952	1.261	0
2	243199373	3409614	1.402	0
3	198022430	2834545	1.431	1
4	191154276	2708796	1.417	0
5	180915260	2543640	1.406	0
6	171115067	2437063	1.424	0
7	159138663	2147032	1.349	0
8	146364022	2065484	1.411	0
9	141213431	1572078	1.113	-1
10	135534747	1861163	1.373	0
11	135006516	1854466	1.374	0
12	133851895	1873164	1.399	0
13	115169878	1402064	1.217	0
14	107349540	1254842	1.169	0
15	102531392	1111210	1.084	-1
16	90354753	1070090	1.184	0
17	81195210	1046764	1.289	0
18	78077248	1096375	1.404	0
19	59128983	726380	1.228	0
20	63025520	864046	1.371	0
21	48129895	512125	1.064	-1
22	51304566	449998	0.877	-1
Odchylenie standardowe dla osobnika: 0.14678
