Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	219860	0.088	0
2	243199373	204945	0.084	0
3	198022430	164354	0.083	0
4	191154276	138805	0.073	-1
5	180915260	148160	0.082	0
6	171115067	151303	0.088	0
7	159138663	142043	0.089	0
8	146364022	126308	0.086	0
9	141213431	113790	0.081	0
10	135534747	132986	0.098	0
11	135006516	121398	0.09	0
12	133851895	123570	0.092	0
13	115169878	75040	0.065	-1
14	107349540	80784	0.075	0
15	102531392	82585	0.081	0
16	90354753	95328	0.106	1
17	81195210	95932	0.118	1
18	78077248	65903	0.084	0
19	59128983	80654	0.136	1
20	63025520	67147	0.107	1
21	48129895	33971	0.071	-1
22	51304566	47634	0.093	0
Odchylenie standardowe dla osobnika: 0.01565
